"state","county","precinct","office","candidate","party","votes"
"Alabama","DeKalb","FISCHER COMM CTR PCT 113","CHIEF JUSTICE OF THE SUPREME COURT","Bob Vance, Jr.","Democratic",15
"Alabama","DeKalb","FISCHER COMM CTR PCT 113","CHIEF JUSTICE OF THE SUPREME COURT","Tom Parker","Republican",68
"Alabama","DeKalb","FISCHER COMM CTR PCT 113","CHIEF JUSTICE OF THE SUPREME COURT","Write-In","No party",2
"Alabama","DeKalb","FISCHER COMM CTR PCT 113","ASSOCIATE JUSTICE OF THE SUPREME COURT, PLACE 1","Sarah Hicks Stewart","Republican",64
"Alabama","DeKalb","FISCHER COMM CTR PCT 113","ASSOCIATE JUSTICE OF THE SUPREME COURT, PLACE 1","Write-In","No party",2
"Alabama","DeKalb","FISCHER COMM CTR PCT 113","ASSOCIATE JUSTICE OF THE SUPREME COURT, PLACE 2","Tommy Bryan","Republican",65
"Alabama","DeKalb","FISCHER COMM CTR PCT 113","ASSOCIATE JUSTICE OF THE SUPREME COURT, PLACE 2","Write-In","No party",2
"Alabama","DeKalb","FISCHER COMM CTR PCT 113","ASSOCIATE JUSTICE OF THE SUPREME COURT, PLACE 3","Will Sellers","Republican",65
"Alabama","DeKalb","FISCHER COMM CTR PCT 113","ASSOCIATE JUSTICE OF THE SUPREME COURT, PLACE 3","Write-In","No party",2
"Alabama","DeKalb","FISCHER COMM CTR PCT 113","ASSOCIATE JUSTICE OF THE SUPREME COURT, PLACE 4","Donna Wesson Smalley","Democratic",14
"Alabama","DeKalb","FISCHER COMM CTR PCT 113","ASSOCIATE JUSTICE OF THE SUPREME COURT, PLACE 4","Jay Mitchell","Republican",65
"Alabama","DeKalb","FISCHER COMM CTR PCT 113","ASSOCIATE JUSTICE OF THE SUPREME COURT, PLACE 4","Write-In","No party",2
"Alabama","DeKalb","FISCHER COMM CTR PCT 113","STATE TREASURER","John McMillan","Republican",66
"Alabama","DeKalb","FISCHER COMM CTR PCT 113","STATE TREASURER","Write-In","No party",0
"Alabama","DeKalb","FISCHER COMM CTR PCT 113","COMMISSIONER OF AGRICULTURE AND INDUSTRIES","Rick Pate","Republican",65
"Alabama","DeKalb","FISCHER COMM CTR PCT 113","COMMISSIONER OF AGRICULTURE AND INDUSTRIES","Write-In","No party",2
"Alabama","DeKalb","FISCHER COMM CTR PCT 113","SECRETARY OF STATE","Heather Milam","Democratic",15
"Alabama","DeKalb","FISCHER COMM CTR PCT 113","SECRETARY OF STATE","John H. Merrill","Republican",66
"Alabama","DeKalb","FISCHER COMM CTR PCT 113","SECRETARY OF STATE","Write-In","No party",0
"Alabama","DeKalb","FISCHER COMM CTR PCT 113","STATE AUDITOR","Miranda Karrine Joseph","Democratic",12
"Alabama","DeKalb","FISCHER COMM CTR PCT 113","STATE AUDITOR","Jim Zeigler","Republican",69
"Alabama","DeKalb","FISCHER COMM CTR PCT 113","STATE AUDITOR","Write-In","No party",1
"Alabama","DeKalb","FISCHER COMM CTR PCT 113","COURT OF CIVIL APPEALS JUDGE, PLACE 1","Christy Olinger Edwards","Republican",67
"Alabama","DeKalb","FISCHER COMM CTR PCT 113","COURT OF CIVIL APPEALS JUDGE, PLACE 1","Write-In","No party",0
"Alabama","DeKalb","FISCHER COMM CTR PCT 113","COURT OF CIVIL APPEALS JUDGE, PLACE 2","Chad Hanson","Republican",66
"Alabama","DeKalb","FISCHER COMM CTR PCT 113","COURT OF CIVIL APPEALS JUDGE, PLACE 2","Write-In","No party",0
"Alabama","DeKalb","FISCHER COMM CTR PCT 113","COURT OF CIVIL APPEALS JUDGE, PLACE 3","Terry A. Moore","Republican",65
"Alabama","DeKalb","FISCHER COMM CTR PCT 113","COURT OF CIVIL APPEALS JUDGE, PLACE 3","Write-In","No party",1
"Alabama","DeKalb","FISCHER COMM CTR PCT 113","COURT OF CRIMINAL APPEALS JUDGE, PLACE 1","Richard Minor","Republican",66
"Alabama","DeKalb","FISCHER COMM CTR PCT 113","COURT OF CRIMINAL APPEALS JUDGE, PLACE 1","Write-In","No party",1
"Alabama","DeKalb","FISCHER COMM CTR PCT 113","COURT OF CRIMINAL APPEALS JUDGE, PLACE 2","Chris McCool","Republican",64
"Alabama","DeKalb","FISCHER COMM CTR PCT 113","COURT OF CRIMINAL APPEALS JUDGE, PLACE 2","Write-In","No party",2
"Alabama","DeKalb","FISCHER COMM CTR PCT 113","COURT OF CRIMINAL APPEALS JUDGE, PLACE 3","Bill Cole","Republican",64
"Alabama","DeKalb","FISCHER COMM CTR PCT 113","COURT OF CRIMINAL APPEALS JUDGE, PLACE 3","Write-In","No party",2
"Alabama","DeKalb","FISCHER COMM CTR PCT 113","PUBLIC SERVICE COMMISSION, PLACE 1","Cara Y. McClure","Democratic",12
"Alabama","DeKalb","FISCHER COMM CTR PCT 113","PUBLIC SERVICE COMMISSION, PLACE 1","Jeremy H. Oden","Republican",67
"Alabama","DeKalb","FISCHER COMM CTR PCT 113","PUBLIC SERVICE COMMISSION, PLACE 1","Write-In","No party",1
"Alabama","DeKalb","FISCHER COMM CTR PCT 113","PUBLIC SERVICE COMMISSION, PLACE 2","Kari Powell","Democratic",12
"Alabama","DeKalb","FISCHER COMM CTR PCT 113","PUBLIC SERVICE COMMISSION, PLACE 2","Chris ""Chip"" Beeker Jr.","Republican",66
"Alabama","DeKalb","FISCHER COMM CTR PCT 113","PUBLIC SERVICE COMMISSION, PLACE 2","Write-In","No party",1
"Alabama","DeKalb","FISCHER COMM CTR PCT 113","STATE BOARD OF EDUCATION MEMBER DISTRICT 6","Cynthia McCarty","Republican",66
"Alabama","DeKalb","FISCHER COMM CTR PCT 113","STATE BOARD OF EDUCATION MEMBER DISTRICT 6","Write-In","No party",1
"Alabama","DeKalb","FISCHER COMM CTR PCT 113","CIRCUIT COURT JUDGE, 9TH JUDICIAL CIRCUIT, PLACE 1","Shaunathan Bell","Republican",69
"Alabama","DeKalb","FISCHER COMM CTR PCT 113","CIRCUIT COURT JUDGE, 9TH JUDICIAL CIRCUIT, PLACE 1","Write-In","No party",0
"Alabama","DeKalb","FISCHER COMM CTR PCT 113","CIRCUIT COURT JUDGE, 9TH JUDICIAL CIRCUIT, PLACE 2","Andrew Hairston","Republican",70
"Alabama","DeKalb","FISCHER COMM CTR PCT 113","CIRCUIT COURT JUDGE, 9TH JUDICIAL CIRCUIT, PLACE 2","Write-In","No party",0
"Alabama","DeKalb","FISCHER COMM CTR PCT 113","STATE SENATOR, DISTRICT 8","Steve Livingston","Republican",68
"Alabama","DeKalb","FISCHER COMM CTR PCT 113","STATE SENATOR, DISTRICT 8","Write-In","No party",1
"Alabama","DeKalb","FISCHER COMM CTR PCT 113","STATE REPRESENTATIVE, DISTRICT 24","Nathaniel Ledbetter","Republican",70
"Alabama","DeKalb","FISCHER COMM CTR PCT 113","STATE REPRESENTATIVE, DISTRICT 24","Write-In","No party",0
"Alabama","DeKalb","FISCHER COMM CTR PCT 113","PROPOSED STATEWIDE AMENDMENT NUMBER ONE (1)","Yes - Statewide Amendment No. 1","No party",66
"Alabama","DeKalb","FISCHER COMM CTR PCT 113","PROPOSED STATEWIDE AMENDMENT NUMBER ONE (1)","No - Statewide Amendment No. 1","No party",14
"Alabama","DeKalb","FISCHER COMM CTR PCT 113","PROPOSED STATEWIDE AMENDMENT NUMBER TWO (2)","Yes - Statewide Amendment No. 2","No party",62
"Alabama","DeKalb","FISCHER COMM CTR PCT 113","PROPOSED STATEWIDE AMENDMENT NUMBER TWO (2)","No - Statewide Amendment No. 2","No party",19
"Alabama","DeKalb","FISCHER COMM CTR PCT 113","PROPOSED STATEWIDE AMENDMENT NUMBER THREE (3)","Yes - Statewide Amendment No. 3","No party",49
"Alabama","DeKalb","FISCHER COMM CTR PCT 113","PROPOSED STATEWIDE AMENDMENT NUMBER THREE (3)","No - Statewide Amendment No. 3","No party",14
"Alabama","DeKalb","FISCHER COMM CTR PCT 113","PROPOSED STATEWIDE AMENDMENT NUMBER FOUR (4)","Yes -Statewide Amendment No. 4","No party",66
"Alabama","DeKalb","FISCHER COMM CTR PCT 113","PROPOSED STATEWIDE AMENDMENT NUMBER FOUR (4)","No - Statewide Amendment No. 4","No party",10
"Alabama","DeKalb","FISCHER COMM CTR PCT 113","CIRCUIT CLERK, DeKALB COUNTY","Pam Bailey Simpson","Democratic",26
"Alabama","DeKalb","FISCHER COMM CTR PCT 113","CIRCUIT CLERK, DeKALB COUNTY","Todd Greeson","Republican",59
"Alabama","DeKalb","FISCHER COMM CTR PCT 113","CIRCUIT CLERK, DeKALB COUNTY","Write-In","No party",0
"Alabama","DeKalb","FISCHER COMM CTR PCT 113","DeKALB COUNTY JUDGE OF PROBATE","Ronnie Osborn","Republican",70
"Alabama","DeKalb","FISCHER COMM CTR PCT 113","DeKALB COUNTY JUDGE OF PROBATE","Write-In","No party",0
"Alabama","DeKalb","FISCHER COMM CTR PCT 113","PRESIDENT, DeKALB COUNTY COMMISSION","Ben Johnston","Democratic",18
"Alabama","DeKalb","FISCHER COMM CTR PCT 113","PRESIDENT, DeKALB COUNTY COMMISSION","Ricky Harcrow","Republican",70
"Alabama","DeKalb","FISCHER COMM CTR PCT 113","PRESIDENT, DeKALB COUNTY COMMISSION","Write-In","No party",0
"Alabama","DeKalb","FISCHER COMM CTR PCT 113","DeKALB COUNTY SHERIFF","John Baker","Democratic",12
"Alabama","DeKalb","FISCHER COMM CTR PCT 113","DeKALB COUNTY SHERIFF","Nick Welden","Republican",77
"Alabama","DeKalb","FISCHER COMM CTR PCT 113","DeKALB COUNTY SHERIFF","Write-In","No party",0
"Alabama","DeKalb","FISCHER COMM CTR PCT 313","STRAIGHT PARTY","Alabama Democratic Party","Democratic",25
"Alabama","DeKalb","FISCHER COMM CTR PCT 313","STRAIGHT PARTY","Alabama Republican Party","Republican",169
"Alabama","DeKalb","FISCHER COMM CTR PCT 313","UNITED STATES REPRESENTATIVE, 4TH CONGRESSIONAL DISTRICT","Lee Auman","Democratic",54
"Alabama","DeKalb","FISCHER COMM CTR PCT 313","UNITED STATES REPRESENTATIVE, 4TH CONGRESSIONAL DISTRICT","Robert Aderholt","Republican",260
"Alabama","DeKalb","FISCHER COMM CTR PCT 313","UNITED STATES REPRESENTATIVE, 4TH CONGRESSIONAL DISTRICT","Write-In","No party",0
"Alabama","DeKalb","FISCHER COMM CTR PCT 313","GOVERNOR","Walt Maddox","Democratic",47
"Alabama","DeKalb","FISCHER COMM CTR PCT 313","GOVERNOR","Kay Ivey","Republican",273
"Alabama","DeKalb","FISCHER COMM CTR PCT 313","GOVERNOR","Write-In","No party",0
"Alabama","DeKalb","FISCHER COMM CTR PCT 313","LIEUTENANT GOVERNOR","Will Boyd","Democratic",49
"Alabama","DeKalb","FISCHER COMM CTR PCT 313","LIEUTENANT GOVERNOR","Will Ainsworth","Republican",265
"Alabama","DeKalb","FISCHER COMM CTR PCT 313","LIEUTENANT GOVERNOR","Write-In","No party",0
"Alabama","DeKalb","FISCHER COMM CTR PCT 313","ATTORNEY GENERAL","Joseph Siegelman","Democratic",53
"Alabama","DeKalb","FISCHER COMM CTR PCT 313","ATTORNEY GENERAL","Steve Marshall","Republican",260
"Alabama","DeKalb","FISCHER COMM CTR PCT 313","ATTORNEY GENERAL","Write-In","No party",0
"Alabama","DeKalb","FISCHER COMM CTR PCT 313","CHIEF JUSTICE OF THE SUPREME COURT","Bob Vance, Jr.","Democratic",44
"Alabama","DeKalb","FISCHER COMM CTR PCT 313","CHIEF JUSTICE OF THE SUPREME COURT","Tom Parker","Republican",265
"Alabama","DeKalb","FISCHER COMM CTR PCT 313","CHIEF JUSTICE OF THE SUPREME COURT","Write-In","No party",0
"Alabama","DeKalb","FISCHER COMM CTR PCT 313","ASSOCIATE JUSTICE OF THE SUPREME COURT, PLACE 1","Sarah Hicks Stewart","Republican",257
"Alabama","DeKalb","FISCHER COMM CTR PCT 313","ASSOCIATE JUSTICE OF THE SUPREME COURT, PLACE 1","Write-In","No party",0
"Alabama","DeKalb","FISCHER COMM CTR PCT 313","ASSOCIATE JUSTICE OF THE SUPREME COURT, PLACE 2","Tommy Bryan","Republican",253
"Alabama","DeKalb","FISCHER COMM CTR PCT 313","ASSOCIATE JUSTICE OF THE SUPREME COURT, PLACE 2","Write-In","No party",0
"Alabama","DeKalb","FISCHER COMM CTR PCT 313","ASSOCIATE JUSTICE OF THE SUPREME COURT, PLACE 3","Will Sellers","Republican",256
"Alabama","DeKalb","FISCHER COMM CTR PCT 313","ASSOCIATE JUSTICE OF THE SUPREME COURT, PLACE 3","Write-In","No party",0
"Alabama","DeKalb","FISCHER COMM CTR PCT 313","ASSOCIATE JUSTICE OF THE SUPREME COURT, PLACE 4","Donna Wesson Smalley","Democratic",45
"Alabama","DeKalb","FISCHER COMM CTR PCT 313","ASSOCIATE JUSTICE OF THE SUPREME COURT, PLACE 4","Jay Mitchell","Republican",253
"Alabama","DeKalb","FISCHER COMM CTR PCT 313","ASSOCIATE JUSTICE OF THE SUPREME COURT, PLACE 4","Write-In","No party",1
"Alabama","DeKalb","FISCHER COMM CTR PCT 313","STATE TREASURER","John McMillan","Republican",253
"Alabama","DeKalb","FISCHER COMM CTR PCT 313","STATE TREASURER","Write-In","No party",0
"Alabama","DeKalb","FISCHER COMM CTR PCT 313","COMMISSIONER OF AGRICULTURE AND INDUSTRIES","Rick Pate","Republican",253
"Alabama","DeKalb","FISCHER COMM CTR PCT 313","COMMISSIONER OF AGRICULTURE AND INDUSTRIES","Write-In","No party",0
"Alabama","DeKalb","FISCHER COMM CTR PCT 313","SECRETARY OF STATE","Heather Milam","Democratic",46
"Alabama","DeKalb","FISCHER COMM CTR PCT 313","SECRETARY OF STATE","John H. Merrill","Republican",253
"Alabama","DeKalb","FISCHER COMM CTR PCT 313","SECRETARY OF STATE","Write-In","No party",1
"Alabama","DeKalb","FISCHER COMM CTR PCT 313","STATE AUDITOR","Miranda Karrine Joseph","Democratic",43
"Alabama","DeKalb","FISCHER COMM CTR PCT 313","STATE AUDITOR","Jim Zeigler","Republican",256
"Alabama","DeKalb","FISCHER COMM CTR PCT 313","STATE AUDITOR","Write-In","No party",0
"Alabama","DeKalb","FISCHER COMM CTR PCT 313","COURT OF CIVIL APPEALS JUDGE, PLACE 1","Christy Olinger Edwards","Republican",254
"Alabama","DeKalb","FISCHER COMM CTR PCT 313","COURT OF CIVIL APPEALS JUDGE, PLACE 1","Write-In","No party",0
"Alabama","DeKalb","FISCHER COMM CTR PCT 313","COURT OF CIVIL APPEALS JUDGE, PLACE 2","Chad Hanson","Republican",253
"Alabama","DeKalb","FISCHER COMM CTR PCT 313","COURT OF CIVIL APPEALS JUDGE, PLACE 2","Write-In","No party",0
"Alabama","DeKalb","FISCHER COMM CTR PCT 313","COURT OF CIVIL APPEALS JUDGE, PLACE 3","Terry A. Moore","Republican",254
"Alabama","DeKalb","FISCHER COMM CTR PCT 313","COURT OF CIVIL APPEALS JUDGE, PLACE 3","Write-In","No party",0
"Alabama","DeKalb","FISCHER COMM CTR PCT 313","COURT OF CRIMINAL APPEALS JUDGE, PLACE 1","Richard Minor","Republican",256
"Alabama","DeKalb","FISCHER COMM CTR PCT 313","COURT OF CRIMINAL APPEALS JUDGE, PLACE 1","Write-In","No party",0
"Alabama","DeKalb","FISCHER COMM CTR PCT 313","COURT OF CRIMINAL APPEALS JUDGE, PLACE 2","Chris McCool","Republican",254
"Alabama","DeKalb","FISCHER COMM CTR PCT 313","COURT OF CRIMINAL APPEALS JUDGE, PLACE 2","Write-In","No party",0
"Alabama","DeKalb","FISCHER COMM CTR PCT 313","COURT OF CRIMINAL APPEALS JUDGE, PLACE 3","Bill Cole","Republican",254
"Alabama","DeKalb","FISCHER COMM CTR PCT 313","COURT OF CRIMINAL APPEALS JUDGE, PLACE 3","Write-In","No party",0
"Alabama","DeKalb","FISCHER COMM CTR PCT 313","PUBLIC SERVICE COMMISSION, PLACE 1","Cara Y. McClure","Democratic",46
"Alabama","DeKalb","FISCHER COMM CTR PCT 313","PUBLIC SERVICE COMMISSION, PLACE 1","Jeremy H. Oden","Republican",254
"Alabama","DeKalb","FISCHER COMM CTR PCT 313","PUBLIC SERVICE COMMISSION, PLACE 1","Write-In","No party",0
"Alabama","DeKalb","FISCHER COMM CTR PCT 313","PUBLIC SERVICE COMMISSION, PLACE 2","Kari Powell","Democratic",48
"Alabama","DeKalb","FISCHER COMM CTR PCT 313","PUBLIC SERVICE COMMISSION, PLACE 2","Chris ""Chip"" Beeker Jr.","Republican",250
"Alabama","DeKalb","FISCHER COMM CTR PCT 313","PUBLIC SERVICE COMMISSION, PLACE 2","Write-In","No party",0
"Alabama","DeKalb","FISCHER COMM CTR PCT 313","STATE BOARD OF EDUCATION MEMBER DISTRICT 6","Cynthia McCarty","Republican",254
"Alabama","DeKalb","FISCHER COMM CTR PCT 313","STATE BOARD OF EDUCATION MEMBER DISTRICT 6","Write-In","No party",0
"Alabama","DeKalb","FISCHER COMM CTR PCT 313","CIRCUIT COURT JUDGE, 9TH JUDICIAL CIRCUIT, PLACE 1","Shaunathan Bell","Republican",267
"Alabama","DeKalb","FISCHER COMM CTR PCT 313","CIRCUIT COURT JUDGE, 9TH JUDICIAL CIRCUIT, PLACE 1","Write-In","No party",2
"Alabama","DeKalb","FISCHER COMM CTR PCT 313","CIRCUIT COURT JUDGE, 9TH JUDICIAL CIRCUIT, PLACE 2","Andrew Hairston","Republican",274
"Alabama","DeKalb","FISCHER COMM CTR PCT 313","CIRCUIT COURT JUDGE, 9TH JUDICIAL CIRCUIT, PLACE 2","Write-In","No party",0
"Alabama","DeKalb","FISCHER COMM CTR PCT 313","STATE SENATOR, DISTRICT 8","Steve Livingston","Republican",272
"Alabama","DeKalb","FISCHER COMM CTR PCT 313","STATE SENATOR, DISTRICT 8","Write-In","No party",0
"Alabama","DeKalb","FISCHER COMM CTR PCT 313","STATE REPRESENTATIVE, DISTRICT 24","Nathaniel Ledbetter","Republican",275
"Alabama","DeKalb","FISCHER COMM CTR PCT 313","STATE REPRESENTATIVE, DISTRICT 24","Write-In","No party",0
"Alabama","DeKalb","FISCHER COMM CTR PCT 313","PROPOSED STATEWIDE AMENDMENT NUMBER ONE (1)","Yes - Statewide Amendment No. 1","No party",260
"Alabama","DeKalb","FISCHER COMM CTR PCT 313","PROPOSED STATEWIDE AMENDMENT NUMBER ONE (1)","No - Statewide Amendment No. 1","No party",30
"Alabama","DeKalb","FISCHER COMM CTR PCT 313","PROPOSED STATEWIDE AMENDMENT NUMBER TWO (2)","Yes - Statewide Amendment No. 2","No party",228
"Alabama","DeKalb","FISCHER COMM CTR PCT 313","PROPOSED STATEWIDE AMENDMENT NUMBER TWO (2)","No - Statewide Amendment No. 2","No party",61
"Alabama","DeKalb","FISCHER COMM CTR PCT 313","PROPOSED STATEWIDE AMENDMENT NUMBER THREE (3)","Yes - Statewide Amendment No. 3","No party",172
"Alabama","DeKalb","FISCHER COMM CTR PCT 313","PROPOSED STATEWIDE AMENDMENT NUMBER THREE (3)","No - Statewide Amendment No. 3","No party",66
"Alabama","DeKalb","FISCHER COMM CTR PCT 313","PROPOSED STATEWIDE AMENDMENT NUMBER FOUR (4)","Yes -Statewide Amendment No. 4","No party",217
"Alabama","DeKalb","FISCHER COMM CTR PCT 313","PROPOSED STATEWIDE AMENDMENT NUMBER FOUR (4)","No - Statewide Amendment No. 4","No party",45
"Alabama","DeKalb","FISCHER COMM CTR PCT 313","CIRCUIT CLERK, DeKALB COUNTY","Pam Bailey Simpson","Democratic",94
"Alabama","DeKalb","FISCHER COMM CTR PCT 313","CIRCUIT CLERK, DeKALB COUNTY","Todd Greeson","Republican",224
"Alabama","DeKalb","FISCHER COMM CTR PCT 313","CIRCUIT CLERK, DeKALB COUNTY","Write-In","No party",0
"Alabama","DeKalb","FISCHER COMM CTR PCT 313","DeKALB COUNTY JUDGE OF PROBATE","Ronnie Osborn","Republican",272
"Alabama","DeKalb","FISCHER COMM CTR PCT 313","DeKALB COUNTY JUDGE OF PROBATE","Write-In","No party",1
"Alabama","DeKalb","FISCHER COMM CTR PCT 313","PRESIDENT, DeKALB COUNTY COMMISSION","Ben Johnston","Democratic",48
"Alabama","DeKalb","FISCHER COMM CTR PCT 313","PRESIDENT, DeKALB COUNTY COMMISSION","Ricky Harcrow","Republican",266
"Alabama","DeKalb","FISCHER COMM CTR PCT 313","PRESIDENT, DeKALB COUNTY COMMISSION","Write-In","No party",0
"Alabama","DeKalb","FISCHER COMM CTR PCT 313","MEMBER, DeKALB COUNTY COMMISSION, DISTRICT NO. 3","Chris Kuykendall","Republican",263
"Alabama","DeKalb","FISCHER COMM CTR PCT 313","MEMBER, DeKALB COUNTY COMMISSION, DISTRICT NO. 3","Write-In","No party",0
"Alabama","DeKalb","FISCHER COMM CTR PCT 313","DeKALB COUNTY SHERIFF","John Baker","Democratic",36
"Alabama","DeKalb","FISCHER COMM CTR PCT 313","DeKALB COUNTY SHERIFF","Nick Welden","Republican",281
"Alabama","DeKalb","FISCHER COMM CTR PCT 313","DeKALB COUNTY SHERIFF","Write-In","No party",0
"Alabama","DeKalb","FORT PAYNE SENIOR CITIZEN 1","STRAIGHT PARTY","Alabama Democratic Party","Democratic",34
"Alabama","DeKalb","FORT PAYNE SENIOR CITIZEN 1","STRAIGHT PARTY","Alabama Republican Party","Republican",209
"Alabama","DeKalb","FORT PAYNE SENIOR CITIZEN 1","UNITED STATES REPRESENTATIVE, 4TH CONGRESSIONAL DISTRICT","Lee Auman","Democratic",61
"Alabama","DeKalb","FORT PAYNE SENIOR CITIZEN 1","UNITED STATES REPRESENTATIVE, 4TH CONGRESSIONAL DISTRICT","Robert Aderholt","Republican",329
"Alabama","DeKalb","FORT PAYNE SENIOR CITIZEN 1","UNITED STATES REPRESENTATIVE, 4TH CONGRESSIONAL DISTRICT","Write-In","No party",4
"Alabama","DeKalb","FORT PAYNE SENIOR CITIZEN 1","GOVERNOR","Walt Maddox","Democratic",69
"Alabama","DeKalb","FORT PAYNE SENIOR CITIZEN 1","GOVERNOR","Kay Ivey","Republican",336
"Alabama","DeKalb","FORT PAYNE SENIOR CITIZEN 1","GOVERNOR","Write-In","No party",2
"Alabama","DeKalb","FORT PAYNE SENIOR CITIZEN 1","LIEUTENANT GOVERNOR","Will Boyd","Democratic",62
"Alabama","DeKalb","FORT PAYNE SENIOR CITIZEN 1","LIEUTENANT GOVERNOR","Will Ainsworth","Republican",339
"Alabama","DeKalb","FORT PAYNE SENIOR CITIZEN 1","LIEUTENANT GOVERNOR","Write-In","No party",0
"Alabama","DeKalb","FORT PAYNE SENIOR CITIZEN 1","ATTORNEY GENERAL","Joseph Siegelman","Democratic",64
"Alabama","DeKalb","FORT PAYNE SENIOR CITIZEN 1","ATTORNEY GENERAL","Steve Marshall","Republican",333
"Alabama","DeKalb","FORT PAYNE SENIOR CITIZEN 1","ATTORNEY GENERAL","Write-In","No party",0
"Alabama","DeKalb","FORT PAYNE SENIOR CITIZEN 1","CHIEF JUSTICE OF THE SUPREME COURT","Bob Vance, Jr.","Democratic",70
"Alabama","DeKalb","FORT PAYNE SENIOR CITIZEN 1","CHIEF JUSTICE OF THE SUPREME COURT","Tom Parker","Republican",326
"Alabama","DeKalb","FORT PAYNE SENIOR CITIZEN 1","CHIEF JUSTICE OF THE SUPREME COURT","Write-In","No party",0
"Alabama","DeKalb","FORT PAYNE SENIOR CITIZEN 1","ASSOCIATE JUSTICE OF THE SUPREME COURT, PLACE 1","Sarah Hicks Stewart","Republican",337
"Alabama","DeKalb","FORT PAYNE SENIOR CITIZEN 1","ASSOCIATE JUSTICE OF THE SUPREME COURT, PLACE 1","Write-In","No party",3
"Alabama","DeKalb","FORT PAYNE SENIOR CITIZEN 1","ASSOCIATE JUSTICE OF THE SUPREME COURT, PLACE 2","Tommy Bryan","Republican",337
"Alabama","DeKalb","FORT PAYNE SENIOR CITIZEN 1","ASSOCIATE JUSTICE OF THE SUPREME COURT, PLACE 2","Write-In","No party",3
"Alabama","DeKalb","FORT PAYNE SENIOR CITIZEN 1","ASSOCIATE JUSTICE OF THE SUPREME COURT, PLACE 3","Will Sellers","Republican",335
"Alabama","DeKalb","FORT PAYNE SENIOR CITIZEN 1","ASSOCIATE JUSTICE OF THE SUPREME COURT, PLACE 3","Write-In","No party",3
"Alabama","DeKalb","FORT PAYNE SENIOR CITIZEN 1","ASSOCIATE JUSTICE OF THE SUPREME COURT, PLACE 4","Donna Wesson Smalley","Democratic",64
"Alabama","DeKalb","FORT PAYNE SENIOR CITIZEN 1","ASSOCIATE JUSTICE OF THE SUPREME COURT, PLACE 4","Jay Mitchell","Republican",326
"Alabama","DeKalb","FORT PAYNE SENIOR CITIZEN 1","ASSOCIATE JUSTICE OF THE SUPREME COURT, PLACE 4","Write-In","No party",0
"Alabama","DeKalb","FORT PAYNE SENIOR CITIZEN 1","STATE TREASURER","John McMillan","Republican",331
"Alabama","DeKalb","FORT PAYNE SENIOR CITIZEN 1","STATE TREASURER","Write-In","No party",3
"Alabama","DeKalb","FORT PAYNE SENIOR CITIZEN 1","COMMISSIONER OF AGRICULTURE AND INDUSTRIES","Rick Pate","Republican",328
"Alabama","DeKalb","FORT PAYNE SENIOR CITIZEN 1","COMMISSIONER OF AGRICULTURE AND INDUSTRIES","Write-In","No party",3
"Alabama","DeKalb","FORT PAYNE SENIOR CITIZEN 1","SECRETARY OF STATE","Heather Milam","Democratic",59
"Alabama","DeKalb","FORT PAYNE SENIOR CITIZEN 1","SECRETARY OF STATE","John H. Merrill","Republican",334
"Alabama","DeKalb","FORT PAYNE SENIOR CITIZEN 1","SECRETARY OF STATE","Write-In","No party",0
"Alabama","DeKalb","FORT PAYNE SENIOR CITIZEN 1","STATE AUDITOR","Miranda Karrine Joseph","Democratic",64
"Alabama","DeKalb","FORT PAYNE SENIOR CITIZEN 1","STATE AUDITOR","Jim Zeigler","Republican",327
"Alabama","DeKalb","FORT PAYNE SENIOR CITIZEN 1","STATE AUDITOR","Write-In","No party",0
"Alabama","DeKalb","FORT PAYNE SENIOR CITIZEN 1","COURT OF CIVIL APPEALS JUDGE, PLACE 1","Christy Olinger Edwards","Republican",332
"Alabama","DeKalb","FORT PAYNE SENIOR CITIZEN 1","COURT OF CIVIL APPEALS JUDGE, PLACE 1","Write-In","No party",3
"Alabama","DeKalb","FORT PAYNE SENIOR CITIZEN 1","COURT OF CIVIL APPEALS JUDGE, PLACE 2","Chad Hanson","Republican",331
"Alabama","DeKalb","FORT PAYNE SENIOR CITIZEN 1","COURT OF CIVIL APPEALS JUDGE, PLACE 2","Write-In","No party",3
